,Basket Value,Category Name,StoreID,Total Exclude VAT
503,0 to 15999,Carbonated Drinks - CSD,VN0124,9294203.0
504,0 to 15999,Energy Drinks,VN0124,7426202.0
505,0 to 15999,Tea,VN0125,23070763.0
506,0 to 15999,Instant Noodles,VN0125,18698217.0
507,0 to 15999,Bottled Water,VN0125,16475318.0
508,0 to 15999,Carbonated Drinks - CSD,VN0125,14528879.0
509,0 to 15999,Non-potato Chips,VN0125,12396761.0
510,0 to 15999,Instant Noodles,VN0126,7541094.0
511,0 to 15999,Tea,VN0126,7475069.0
512,0 to 15999,Bottled Water,VN0126,5463940.0
513,0 to 15999,Carbonated Drinks - CSD,VN0126,4847733.0
514,0 to 15999,Non-potato Chips,VN0126,4567450.0
515,0 to 15999,Bottled Water,VN0127,16041406.0
516,0 to 15999,Instant Noodles,VN0127,15683877.0
517,0 to 15999,Tea,VN0127,12906610.0
518,0 to 15999,Carbonated Drinks - CSD,VN0127,9981663.0
519,0 to 15999,Non-potato Chips,VN0127,8691584.0
520,0 to 15999,Tea,VN0128,16213741.0
521,0 to 15999,Instant Noodles,VN0128,11966742.0
522,0 to 15999,Bottled Water,VN0128,10587424.0
523,0 to 15999,Non-potato Chips,VN0128,9174602.0
524,0 to 15999,Carbonated Drinks - CSD,VN0128,7891441.0
525,0 to 15999,Bottled Water,VN0130,5107254.0
526,0 to 15999,Instant Noodles,VN0130,4041307.0
527,0 to 15999,Tea,VN0130,3898318.0
528,0 to 15999,Cold Beverages,VN0130,2927191.0
529,0 to 15999,Carbonated Drinks - CSD,VN0130,2913132.0
530,0 to 15999,Instant Noodles,VN0131,11044591.0
531,0 to 15999,Bottled Water,VN0131,10211349.0
532,0 to 15999,Tea,VN0131,9415480.0
533,0 to 15999,Carbonated Drinks - CSD,VN0131,8853521.0
534,0 to 15999,Non-potato Chips,VN0131,8200105.0
535,0 to 15999,Instant Noodles,VN0132,8033747.0
536,0 to 15999,Tea,VN0132,7536014.0
537,0 to 15999,Bottled Water,VN0132,6639386.0
538,0 to 15999,Carbonated Drinks - CSD,VN0132,4875432.0
539,0 to 15999,Gondola bakery,VN0132,4308523.0
540,0 to 15999,Bottled Water,VN0133,5367474.0
541,0 to 15999,Tea,VN0133,4523636.0
542,0 to 15999,Energy Drinks,VN0133,1786334.0
543,0 to 15999,Flavored Milk,VN0133,1650897.0
544,0 to 15999,Cold Beverages,VN0133,1543610.0
545,0 to 15999,Tea,VN0134,13942697.0
546,0 to 15999,Bottled Water,VN0134,12868743.0
547,0 to 15999,Non-potato Chips,VN0134,6037385.0
548,0 to 15999,Flavored Milk,VN0134,5863586.0
549,0 to 15999,Cold Beverages,VN0134,4671725.0
550,0 to 15999,Tea,VN0135,21083126.0
551,0 to 15999,Instant Noodles,VN0135,16077299.0
552,0 to 15999,Bottled Water,VN0135,14572135.0
553,0 to 15999,Carbonated Drinks - CSD,VN0135,9957181.0
554,0 to 15999,Non-potato Chips,VN0135,8871976.0
555,0 to 15999,Instant Noodles,VN0136,9252257.0
556,0 to 15999,Tea,VN0136,9188949.0
557,0 to 15999,Bottled Water,VN0136,6985324.0
558,0 to 15999,Carbonated Drinks - CSD,VN0136,5388780.0
559,0 to 15999,Non-potato Chips,VN0136,5341112.0
560,0 to 15999,Tea,VN0137,12825063.0
561,0 to 15999,Instant Noodles,VN0137,9760075.0
562,0 to 15999,Bottled Water,VN0137,8627124.0
563,0 to 15999,Carbonated Drinks - CSD,VN0137,6936172.0
564,0 to 15999,Non-potato Chips,VN0137,6464142.0
565,0 to 15999,Instant Noodles,VN0138,8168704.0
566,0 to 15999,Bottled Water,VN0138,6451972.0
567,0 to 15999,Tea,VN0138,6091270.0
568,0 to 15999,Energy Drinks,VN0138,5586780.0
569,0 to 15999,Carbonated Drinks - CSD,VN0138,4750863.0
570,0 to 15999,Tea,VN0139,18011847.0
571,0 to 15999,Instant Noodles,VN0139,12510108.0
572,0 to 15999,Bottled Water,VN0139,11099683.0
573,0 to 15999,Carbonated Drinks - CSD,VN0139,9787654.0
574,0 to 15999,Non-potato Chips,VN0139,9260733.0
575,0 to 15999,Tea,VN0140,13524600.0
576,0 to 15999,Instant Noodles,VN0140,13057749.0
577,0 to 15999,Bottled Water,VN0140,8223812.0
578,0 to 15999,Carbonated Drinks - CSD,VN0140,8131992.0
579,0 to 15999,Non-potato Chips,VN0140,6120080.0
580,0 to 15999,Bottled Water,VN0141,4975919.0
581,0 to 15999,Tea,VN0141,4888173.0
582,0 to 15999,Instant Noodles,VN0141,4200373.0
583,0 to 15999,Carbonated Drinks - CSD,VN0141,3789309.0
584,0 to 15999,Energy Drinks,VN0141,3078503.0
585,0 to 15999,Instant Noodles,VN0142,11457159.0
586,0 to 15999,Tea,VN0142,10388452.0
587,0 to 15999,Bottled Water,VN0142,8956786.0
588,0 to 15999,Non-potato Chips,VN0142,7325784.0
589,0 to 15999,Carbonated Drinks - CSD,VN0142,6019617.0
590,0 to 15999,Bottled Water,VN0143,5298327.0
591,0 to 15999,Instant Noodles,VN0143,4898702.0
592,0 to 15999,Tea,VN0143,4002073.0
593,0 to 15999,Energy Drinks,VN0143,3002677.0
594,0 to 15999,Carbonated Drinks - CSD,VN0143,2968173.0
595,0 to 15999,Instant Noodles,VN0145,10016630.0
596,0 to 15999,Tea,VN0145,9651901.0
597,0 to 15999,Bottled Water,VN0145,7657615.0
598,0 to 15999,Carbonated Drinks - CSD,VN0145,6455488.0
599,0 to 15999,Non-potato Chips,VN0145,4135737.0
600,0 to 15999,Instant Noodles,VN0146,7016869.0
601,0 to 15999,Tea,VN0146,6863283.0
602,0 to 15999,Bottled Water,VN0146,6130800.0
603,0 to 15999,Energy Drinks,VN0146,4227608.0
604,0 to 15999,Gondola bakery,VN0146,4160331.0
605,0 to 15999,Tea,VN0147,8730327.0
606,0 to 15999,Instant Noodles,VN0147,8294221.0
607,0 to 15999,Bottled Water,VN0147,6777161.0
608,0 to 15999,Carbonated Drinks - CSD,VN0147,6556455.0
609,0 to 15999,Non-potato Chips,VN0147,4724802.0
610,0 to 15999,Tea,VN0148,18433689.0
611,0 to 15999,Instant Noodles,VN0148,12679398.0
612,0 to 15999,Bottled Water,VN0148,7828389.0
613,0 to 15999,Carbonated Drinks - CSD,VN0148,7797455.0
614,0 to 15999,Energy Drinks,VN0148,7189746.0
615,0 to 15999,Bottled Water,VN0149,12914020.0
616,0 to 15999,Tea,VN0149,10667870.0
617,0 to 15999,Instant Noodles,VN0149,10300948.0
618,0 to 15999,Energy Drinks,VN0149,6207445.0
619,0 to 15999,Non-potato Chips,VN0149,5773087.0
620,0 to 15999,Instant Noodles,VN0150,20700040.0
621,0 to 15999,Tea,VN0150,19402600.0
622,0 to 15999,Bottled Water,VN0150,15176794.0
623,0 to 15999,Carbonated Drinks - CSD,VN0150,11302513.0
624,0 to 15999,Non-potato Chips,VN0150,11298758.0
625,0 to 15999,Tea,VN0151,11091596.0
626,0 to 15999,Instant Noodles,VN0151,10355949.0
627,0 to 15999,Bottled Water,VN0151,9784774.0
628,0 to 15999,Carbonated Drinks - CSD,VN0151,6968887.0
629,0 to 15999,Non-potato Chips,VN0151,5562370.0
630,0 to 15999,Tea,VN0152,9465391.0
631,0 to 15999,Instant Noodles,VN0152,8834667.0
632,0 to 15999,Bottled Water,VN0152,6968307.0
633,0 to 15999,Carbonated Drinks - CSD,VN0152,5461567.0
634,0 to 15999,Non-potato Chips,VN0152,4949527.0
635,0 to 15999,Instant Noodles,VN0153,14414137.0
636,0 to 15999,Tea,VN0153,11875770.0
637,0 to 15999,Bottled Water,VN0153,8446277.0
638,0 to 15999,Carbonated Drinks - CSD,VN0153,6981796.0
639,0 to 15999,Non-potato Chips,VN0153,6971020.0
640,0 to 15999,Tea,VN0154,19211927.0
641,0 to 15999,Instant Noodles,VN0154,14909549.0
642,0 to 15999,Bottled Water,VN0154,12218625.0
643,0 to 15999,Carbonated Drinks - CSD,VN0154,10848235.0
644,0 to 15999,Non-potato Chips,VN0154,10620105.0
645,0 to 15999,Tea,VN0155,22043195.0
646,0 to 15999,Bottled Water,VN0155,19711812.0
647,0 to 15999,Instant Noodles,VN0155,18553653.0
648,0 to 15999,Energy Drinks,VN0155,14735760.0
649,0 to 15999,Carbonated Drinks - CSD,VN0155,14016105.0
650,0 to 15999,Bottled Water,VN0156,9133278.0
651,0 to 15999,Tea,VN0156,7754833.0
652,0 to 15999,Instant Noodles,VN0156,6729334.0
653,0 to 15999,Carbonated Drinks - CSD,VN0156,5229522.0
654,0 to 15999,Gondola bakery,VN0156,4744318.0
655,0 to 15999,Tea,VN0157,15597557.0
656,0 to 15999,Instant Noodles,VN0157,15431109.0
657,0 to 15999,Bottled Water,VN0157,10961186.0
658,0 to 15999,Carbonated Drinks - CSD,VN0157,10273554.0
659,0 to 15999,Energy Drinks,VN0157,7639810.0
660,0 to 15999,Tea,VN0158,14818907.0
661,0 to 15999,Bottled Water,VN0158,14477136.0
662,0 to 15999,Instant Noodles,VN0158,11758544.0
663,0 to 15999,Carbonated Drinks - CSD,VN0158,10207123.0
664,0 to 15999,Gondola bakery,VN0158,8041153.0
665,0 to 15999,Tea,VN0159,10106162.0
666,0 to 15999,Instant Noodles,VN0159,9891193.0
667,0 to 15999,Bottled Water,VN0159,8223782.0
668,0 to 15999,Non-potato Chips,VN0159,5910441.0
669,0 to 15999,Carbonated Drinks - CSD,VN0159,5239793.0
670,0 to 15999,Instant Noodles,VN0160,7295917.0
671,0 to 15999,Tea,VN0160,4664093.0
672,0 to 15999,Carbonated Drinks - CSD,VN0160,4035235.0
673,0 to 15999,Non-potato Chips,VN0160,3838871.0
674,0 to 15999,Bottled Water,VN0160,3593084.0
675,0 to 15999,Tea,VN0161,10215907.0
676,0 to 15999,Instant Noodles,VN0161,9323053.0
677,0 to 15999,Bottled Water,VN0161,7447099.0
678,0 to 15999,Carbonated Drinks - CSD,VN0161,6126465.0
679,0 to 15999,Non-potato Chips,VN0161,5851342.0
680,0 to 15999,Instant Noodles,VN0162,8522477.0
681,0 to 15999,Tea,VN0162,7254771.0
682,0 to 15999,Bottled Water,VN0162,6889753.0
683,0 to 15999,Non-potato Chips,VN0162,5705539.0
684,0 to 15999,Energy Drinks,VN0162,5393448.0
685,0 to 15999,Tea,VN0163,12963708.0
686,0 to 15999,Instant Noodles,VN0163,11397286.0
687,0 to 15999,Bottled Water,VN0163,11067168.0
688,0 to 15999,Carbonated Drinks - CSD,VN0163,7479338.0
689,0 to 15999,Energy Drinks,VN0163,6871197.0
690,0 to 15999,Tea,VN0164,9526721.0
691,0 to 15999,Instant Noodles,VN0164,8240558.0
692,0 to 15999,Bottled Water,VN0164,7267120.0
693,0 to 15999,Carbonated Drinks - CSD,VN0164,5679290.0
694,0 to 15999,Energy Drinks,VN0164,4072660.0
695,0 to 15999,Instant Noodles,VN0165,14849431.0
696,0 to 15999,Tea,VN0165,12775973.0
697,0 to 15999,Bottled Water,VN0165,9795021.0
698,0 to 15999,Carbonated Drinks - CSD,VN0165,9137882.0
699,0 to 15999,Non-potato Chips,VN0165,7528437.0
700,0 to 15999,Bottled Water,VN0166,11295439.0
701,0 to 15999,Instant Noodles,VN0166,10001972.0
702,0 to 15999,Tea,VN0166,9469643.0
703,0 to 15999,Carbonated Drinks - CSD,VN0166,7033388.0
704,0 to 15999,Non-potato Chips,VN0166,5031876.0
705,0 to 15999,Tea,VN0167,11313393.0
706,0 to 15999,Bottled Water,VN0167,10238717.0
707,0 to 15999,Instant Noodles,VN0167,8896887.0
708,0 to 15999,Non-potato Chips,VN0167,5789174.0
709,0 to 15999,Carbonated Drinks - CSD,VN0167,5709795.0
710,0 to 15999,Instant Noodles,VN0168,10824465.0
711,0 to 15999,Tea,VN0168,9467291.0
712,0 to 15999,Non-potato Chips,VN0168,7487153.0
713,0 to 15999,Carbonated Drinks - CSD,VN0168,5828183.0
714,0 to 15999,Bottled Water,VN0168,5587827.0
715,0 to 15999,Instant Noodles,VN0169,8793055.0
716,0 to 15999,Tea,VN0169,8401935.0
717,0 to 15999,Bottled Water,VN0169,6847022.0
718,0 to 15999,Carbonated Drinks - CSD,VN0169,6227611.0
719,0 to 15999,Edible Grocery,VN0169,5354759.0
720,0 to 15999,Instant Noodles,VN0170,21550524.0
721,0 to 15999,Tea,VN0170,19887852.0
722,0 to 15999,Bottled Water,VN0170,17949484.0
723,0 to 15999,Non-potato Chips,VN0170,11636667.0
724,0 to 15999,Carbonated Drinks - CSD,VN0170,10622210.0
725,0 to 15999,Instant Noodles,VN0171,6649163.0
726,0 to 15999,Tea,VN0171,6630058.0
727,0 to 15999,Bottled Water,VN0171,4678872.0
728,0 to 15999,Energy Drinks,VN0171,3907007.0
729,0 to 15999,Carbonated Drinks - CSD,VN0171,3860404.0
730,0 to 15999,Bottled Water,VN0172,25379796.0
731,0 to 15999,Tea,VN0172,20615616.0
732,0 to 15999,Carbonated Drinks - CSD,VN0172,13538800.0
733,0 to 15999,Instant Noodles,VN0172,12797683.0
734,0 to 15999,Flavored Milk,VN0172,6375216.0
735,0 to 15999,Instant Noodles,VN0173,18511358.0
736,0 to 15999,Tea,VN0173,15321270.0
737,0 to 15999,Non-potato Chips,VN0173,13285524.0
738,0 to 15999,Carbonated Drinks - CSD,VN0173,10929993.0
739,0 to 15999,Bottled Water,VN0173,10172861.0
740,0 to 15999,Instant Noodles,VN0174,12925576.0
741,0 to 15999,Tea,VN0174,10823433.0
742,0 to 15999,Carbonated Drinks - CSD,VN0174,7848552.0
743,0 to 15999,Bottled Water,VN0174,7352664.0
744,0 to 15999,Non-potato Chips,VN0174,5929339.0
745,0 to 15999,Instant Noodles,VN0175,5930772.0
746,0 to 15999,Tea,VN0175,4676958.0
747,0 to 15999,Carbonated Drinks - CSD,VN0175,4307329.0
748,0 to 15999,Non-potato Chips,VN0175,4121850.0
749,0 to 15999,Bottled Water,VN0175,3905356.0
750,0 to 15999,Instant Noodles,VN0176,7619925.0
751,0 to 15999,Tea,VN0176,5688333.0
752,0 to 15999,Energy Drinks,VN0176,4997199.0
753,0 to 15999,Carbonated Drinks - CSD,VN0176,4627573.0
754,0 to 15999,Bottled Water,VN0176,4563911.0
755,0 to 15999,Instant Noodles,VN0177,14597253.0
756,0 to 15999,Tea,VN0177,12557564.0
757,0 to 15999,Non-potato Chips,VN0177,10515507.0
758,0 to 15999,Carbonated Drinks - CSD,VN0177,9192870.0
759,0 to 15999,Bottled Water,VN0177,9173806.0
760,0 to 15999,Tea,VN0178,17895148.0
761,0 to 15999,Bottled Water,VN0178,9864833.0
762,0 to 15999,Instant Noodles,VN0178,9107549.0
763,0 to 15999,Carbonated Drinks - CSD,VN0178,7425177.0
764,0 to 15999,Non-potato Chips,VN0178,6553117.0
765,0 to 15999,Instant Noodles,VN0179,7177535.0
766,0 to 15999,Tea,VN0179,4798210.0
767,0 to 15999,Non-potato Chips,VN0179,4000772.0
768,0 to 15999,Carbonated Drinks - CSD,VN0179,3516018.0
769,0 to 15999,Bottled Water,VN0179,3281950.0
770,0 to 15999,Bottled Water,VN0180,27263494.0
771,0 to 15999,Tea,VN0180,17104284.0
772,0 to 15999,Carbonated Drinks - CSD,VN0180,11968535.0
773,0 to 15999,Energy Drinks,VN0180,11470361.0
774,0 to 15999,Sports Drinks,VN0180,9404780.0
775,0 to 15999,Instant Noodles,VN0181,11168501.0
776,0 to 15999,Tea,VN0181,8563683.0
777,0 to 15999,Bottled Water,VN0181,6627354.0
778,0 to 15999,Carbonated Drinks - CSD,VN0181,6266621.0
779,0 to 15999,Non-potato Chips,VN0181,5441393.0
780,0 to 15999,Instant Noodles,VN0182,11661252.0
781,0 to 15999,Tea,VN0182,10050042.0
782,0 to 15999,Non-potato Chips,VN0182,4936743.0
783,0 to 15999,Bottled Water,VN0182,4867345.0
784,0 to 15999,Carbonated Drinks - CSD,VN0182,4558472.0
785,0 to 15999,Tea,VN0183,8523991.0
786,0 to 15999,Instant Noodles,VN0183,7543232.0
787,0 to 15999,Bottled Water,VN0183,5660752.0
788,0 to 15999,Non-potato Chips,VN0183,4649965.0
789,0 to 15999,Carbonated Drinks - CSD,VN0183,4494751.0
790,0 to 15999,Bottled Water,VN0184,15653176.0
791,0 to 15999,Tea,VN0184,15460693.0
792,0 to 15999,Instant Noodles,VN0184,11602115.0
793,0 to 15999,Carbonated Drinks - CSD,VN0184,7759968.0
794,0 to 15999,Energy Drinks,VN0184,7203432.0
795,0 to 15999,Instant Noodles,VN0185,9978138.0
796,0 to 15999,Tea,VN0185,9174923.0
797,0 to 15999,Bottled Water,VN0185,8031531.0
798,0 to 15999,Non-potato Chips,VN0185,6892167.0
799,0 to 15999,Carbonated Drinks - CSD,VN0185,6861282.0
800,0 to 15999,Instant Noodles,VN0186,4444251.0
801,0 to 15999,Bottled Water,VN0186,3474200.0
802,0 to 15999,Tea,VN0186,3304236.0
803,0 to 15999,Steamed Bun,VN0186,2605510.0
804,0 to 15999,Carbonated Drinks - CSD,VN0186,2473090.0
805,0 to 15999,Bottled Water,VN0187,20095494.0
806,0 to 15999,Tea,VN0187,11141196.0
807,0 to 15999,Instant Noodles,VN0187,10478404.0
808,0 to 15999,Carbonated Drinks - CSD,VN0187,9558181.0
809,0 to 15999,Energy Drinks,VN0187,5313352.0
810,0 to 15999,Bottled Water,VN0188,24615881.0
811,0 to 15999,Instant Noodles,VN0188,14542058.0
812,0 to 15999,Tea,VN0188,13095455.0
813,0 to 15999,Non-potato Chips,VN0188,10834027.0
814,0 to 15999,Paper/Plastic/Foil Products,VN0188,8310979.0
815,0 to 15999,Bottled Water,VN0189,34377574.0
816,0 to 15999,Instant Noodles,VN0189,30677857.0
817,0 to 15999,Tea,VN0189,27638328.0
818,0 to 15999,Carbonated Drinks - CSD,VN0189,19432338.0
819,0 to 15999,Non-potato Chips,VN0189,18587320.0
820,0 to 15999,Bottled Water,VN0190,38367124.0
821,0 to 15999,Tea,VN0190,19970633.0
822,0 to 15999,Carbonated Drinks - CSD,VN0190,16696152.0
823,0 to 15999,Instant Noodles,VN0190,15001023.0
824,0 to 15999,Energy Drinks,VN0190,10588424.0
825,0 to 15999,Tea,VN0191,12445291.0
826,0 to 15999,Instant Noodles,VN0191,11851964.0
827,0 to 15999,Carbonated Drinks - CSD,VN0191,6148710.0
828,0 to 15999,Non-potato Chips,VN0191,5598717.0
829,0 to 15999,Bottled Water,VN0191,5090846.0
830,0 to 15999,Bottled Water,VN0192,31648143.0
831,0 to 15999,Tea,VN0192,19519380.0
832,0 to 15999,Instant Noodles,VN0192,13577349.0
833,0 to 15999,Carbonated Drinks - CSD,VN0192,12676684.0
834,0 to 15999,Energy Drinks,VN0192,9366849.0
835,0 to 15999,Tea,VN0193,15549966.0
836,0 to 15999,Bottled Water,VN0193,10068750.0
837,0 to 15999,Instant Noodles,VN0193,7104896.0
838,0 to 15999,Energy Drinks,VN0193,6365993.0
839,0 to 15999,Carbonated Drinks - CSD,VN0193,6291939.0
840,0 to 15999,Tea,VN0194,22553420.0
841,0 to 15999,Bottled Water,VN0194,20948146.0
842,0 to 15999,Instant Noodles,VN0194,10616700.0
843,0 to 15999,Carbonated Drinks - CSD,VN0194,9621314.0
844,0 to 15999,Non-potato Chips,VN0194,6763007.0
845,0 to 15999,Bottled Water,VN0195,19989630.0
846,0 to 15999,Tea,VN0195,15937251.0
847,0 to 15999,Instant Noodles,VN0195,14963845.0
848,0 to 15999,Carbonated Drinks - CSD,VN0195,8914235.0
849,0 to 15999,Gondola bakery,VN0195,7377552.0
850,0 to 15999,Tea,VN0196,16919211.0
851,0 to 15999,Instant Noodles,VN0196,15183999.0
852,0 to 15999,Bottled Water,VN0196,11075225.0
853,0 to 15999,Carbonated Drinks - CSD,VN0196,8367116.0
854,0 to 15999,Energy Drinks,VN0196,7122569.0
855,0 to 15999,Instant Noodles,VN0197,14552548.0
856,0 to 15999,Tea,VN0197,12227462.0
857,0 to 15999,Bottled Water,VN0197,7339921.0
858,0 to 15999,Non-potato Chips,VN0197,5206173.0
859,0 to 15999,Carbonated Drinks - CSD,VN0197,4868175.0
860,0 to 15999,Instant Noodles,VN0198,9787336.0
861,0 to 15999,Tea,VN0198,7080381.0
862,0 to 15999,Carbonated Drinks - CSD,VN0198,4442580.0
863,0 to 15999,Non-potato Chips,VN0198,4367767.0
864,0 to 15999,Energy Drinks,VN0198,4106062.0
865,0 to 15999,Instant Noodles,VN0199,14109079.0
866,0 to 15999,Tea,VN0199,10296443.0
867,0 to 15999,Bottled Water,VN0199,6898102.0
868,0 to 15999,Carbonated Drinks - CSD,VN0199,5472183.0
869,0 to 15999,Non-potato Chips,VN0199,4333469.0
870,0 to 15999,Bottled Water,VN0200,9143951.0
871,0 to 15999,Hot pot,VN0200,8667678.0
872,0 to 15999,Tea,VN0200,7964491.0
873,0 to 15999,Instant Noodles,VN0200,6052860.0
874,0 to 15999,Carbonated Drinks - CSD,VN0200,5533502.0
875,0 to 15999,Tea,VN0201,7831264.0
876,0 to 15999,Bottled Water,VN0201,6587410.0
877,0 to 15999,Instant Noodles,VN0201,5923671.0
878,0 to 15999,Carbonated Drinks - CSD,VN0201,5643860.0
879,0 to 15999,Non-potato Chips,VN0201,4744183.0
880,0 to 15999,Bottled Water,VN0202,15630096.0
881,0 to 15999,Instant Noodles,VN0202,11056861.0
882,0 to 15999,Tea,VN0202,9628090.0
883,0 to 15999,Non-potato Chips,VN0202,7087326.0
884,0 to 15999,Carbonated Drinks - CSD,VN0202,6199857.0
885,0 to 15999,Bottled Water,VN0203,11872853.0
886,0 to 15999,Tea,VN0203,10542809.0
887,0 to 15999,Instant Noodles,VN0203,6942263.0
888,0 to 15999,Carbonated Drinks - CSD,VN0203,4814003.0
889,0 to 15999,Gondola bakery,VN0203,4580395.0
890,0 to 15999,Tea,VN0204,15077750.0
891,0 to 15999,Bottled Water,VN0204,13669054.0
892,0 to 15999,Instant Noodles,VN0204,9851317.0
893,0 to 15999,Carbonated Drinks - CSD,VN0204,7344374.0
894,0 to 15999,Non-potato Chips,VN0204,6985670.0
895,0 to 15999,Tea,VN0205,11657047.0
896,0 to 15999,Instant Noodles,VN0205,9579820.0
897,0 to 15999,Bottled Water,VN0205,8663082.0
898,0 to 15999,Carbonated Drinks - CSD,VN0205,5265677.0
899,0 to 15999,Energy Drinks,VN0205,4300002.0
900,0 to 15999,Bottled Water,VN0206,19030677.0
901,0 to 15999,Tea,VN0206,13076858.0
902,0 to 15999,Instant Noodles,VN0206,11971463.0
903,0 to 15999,Carbonated Drinks - CSD,VN0206,8768504.0
904,0 to 15999,Energy Drinks,VN0206,6774997.0
905,0 to 15999,Tea,VN0207,5848142.0
906,0 to 15999,Instant Noodles,VN0207,5808464.0
907,0 to 15999,Bottled Water,VN0207,3528502.0
908,0 to 15999,Carbonated Drinks - CSD,VN0207,2834886.0
909,0 to 15999,Energy Drinks,VN0207,2487265.0
910,0 to 15999,Tea,VN0208,13447477.0
911,0 to 15999,Bottled Water,VN0208,10742041.0
912,0 to 15999,Instant Noodles,VN0208,10253216.0
913,0 to 15999,Energy Drinks,VN0208,8039837.0
914,0 to 15999,Other Cuisine,VN0208,6087361.0
915,0 to 15999,Tea,VN0209,9158578.0
916,0 to 15999,Bottled Water,VN0209,7905447.0
917,0 to 15999,Instant Noodles,VN0209,5719410.0
918,0 to 15999,Steamed Bun,VN0209,5248534.0
919,0 to 15999,Energy Drinks,VN0209,4636194.0
920,0 to 15999,Bottled Water,VN0210,33265144.0
921,0 to 15999,Tea,VN0210,28341184.0
922,0 to 15999,Instant Noodles,VN0210,15460608.0
923,0 to 15999,Carbonated Drinks - CSD,VN0210,12193338.0
924,0 to 15999,Energy Drinks,VN0210,11106291.0
925,0 to 15999,Bottled Water,VN0211,22853368.0
926,0 to 15999,Instant Noodles,VN0211,9968731.0
927,0 to 15999,Tea,VN0211,9207754.0
928,0 to 15999,Carbonated Drinks - CSD,VN0211,9155722.0
929,0 to 15999,Energy Drinks,VN0211,5274800.0
930,0 to 15999,Bottled Water,VN0212,11781604.0
931,0 to 15999,Tea,VN0212,8393271.0
932,0 to 15999,Sports Drinks,VN0212,5128957.0
933,0 to 15999,Carbonated Drinks - CSD,VN0212,3840373.0
934,0 to 15999,Instant Noodles,VN0212,3062878.0
935,0 to 15999,Tea,VN0213,9081678.0
936,0 to 15999,Instant Noodles,VN0213,8196048.0
937,0 to 15999,Non-potato Chips,VN0213,4317420.0
938,0 to 15999,Carbonated Drinks - CSD,VN0213,4212020.0
939,0 to 15999,Edible Grocery,VN0213,3222652.0
940,0 to 15999,Tea,VN0214,4466651.0
941,0 to 15999,Bottled Water,VN0214,4426239.0
942,0 to 15999,Instant Noodles,VN0214,3925323.0
